ORIGEM;UF_O;DESTINO;UF_D;MáxDePT1;MáxDePT2;
DARIO MEIRA;BA;FEIRA DE SANTANA;BA;24;96;
DIAS DAVILA;BA;FEIRA DE SANTANA;BA;2;72;
DOM BASILIO;BA;FEIRA DE SANTANA;BA;24;120;
DOM MACEDO COSTA;BA;FEIRA DE SANTANA;BA;2;72;
ELISIO MEDRADO;BA;FEIRA DE SANTANA;BA;3;72;
ENCRUZILHADA;BA;FEIRA DE SANTANA;BA;25;120;
ENTRE RIOS;BA;FEIRA DE SANTANA;BA;3;72;
ERICO CARDOSO;BA;FEIRA DE SANTANA;BA;28;120;
ESPLANADA;BA;FEIRA DE SANTANA;BA;3;72;
ESPLANADA;BA;ITABUNA;BA;24;0;
ESPLANADA;BA;ITUIUTABA;MG;93;0;
ESPLANADA;BA;MONTES CLAROS;MG;51;0;
ESPLANADA;BA;ARARAS;SP;103;0;
ESPLANADA;BA;CACAPAVA;SP;94;0;
ESPLANADA;BA;CORDEIROPOLIS;SP;104;0;
ESPLANADA;BA;SAO BERNARDO DO CAMPO;SP;101;0;
ESPLANADA;BA;SAO JOSE DO RIO PARDO;SP;94;0;
EUCLIDES DA CUNHA;BA;FEIRA DE SANTANA;BA;4;72;
EUNAPOLIS;BA;FEIRA DE SANTANA;BA;29;120;
EUNAPOLIS;BA;ITABUNA;BA;4;0;
EUNAPOLIS;BA;ITUIUTABA;MG;71;0;
EUNAPOLIS;BA;ARACATUBA;SP;85;0;
EUNAPOLIS;BA;ARARAS;SP;73;0;
EUNAPOLIS;BA;CORDEIROPOLIS;SP;73;0;
EUNAPOLIS;BA;RIBEIRAO PRETO;SP;75;144;
EUNAPOLIS;BA;SAO BERNARDO DO CAMPO;SP;74;0;
EUNAPOLIS;BA;SAO JOSE DO RIO PARDO;SP;67;0;
FATIMA;BA;FEIRA DE SANTANA;BA;4;72;
FEIRA DA MATA;BA;FEIRA DE SANTANA;BA;38;144;
FEIRA DE SANTANA;BA;BRASILEIA;AC;228;0;
FEIRA DE SANTANA;BA;RIO BRANCO;AC;219;0;
FEIRA DE SANTANA;BA;ARAPIRACA;AL;24;120;
FEIRA DE SANTANA;BA;ATALAIA;AL;28;120;
FEIRA DE SANTANA;BA;BARRA DE SAO MIGUEL;AL;27;120;
FEIRA DE SANTANA;BA;DELMIRO GOUVEIA;AL;24;96;
FEIRA DE SANTANA;BA;IGACI;AL;25;120;
FEIRA DE SANTANA;BA;MACEIO;AL;29;120;
FEIRA DE SANTANA;BA;MARAGOGI;AL;35;144;
FEIRA DE SANTANA;BA;MARECHAL DEODORO;AL;28;120;
FEIRA DE SANTANA;BA;OLHO DAGUA DAS FLORES;AL;24;120;
FEIRA DE SANTANA;BA;PALMEIRA DOS INDIOS;AL;27;120;
FEIRA DE SANTANA;BA;PENEDO;AL;24;96;
FEIRA DE SANTANA;BA;RIO LARGO;AL;29;120;
FEIRA DE SANTANA;BA;SANTANA DO IPANEMA;AL;24;120;
FEIRA DE SANTANA;BA;SAO LUIS DO QUITUNDE;AL;32;144;
FEIRA DE SANTANA;BA;SAO MIGUEL DOS CAMPOS;AL;26;120;
FEIRA DE SANTANA;BA;TEOTONIO VILELA;AL;24;120;
FEIRA DE SANTANA;BA;UNIAO DOS PALMARES;AL;31;144;
FEIRA DE SANTANA;BA;APUI;AM;433;0;
FEIRA DE SANTANA;BA;ITACOATIARA;AM;433;0;
FEIRA DE SANTANA;BA;MANAUS;AM;433;0;
FEIRA DE SANTANA;BA;MACAPA;AP;181;0;
FEIRA DE SANTANA;BA;SANTANA;AP;186;0;
FEIRA DE SANTANA;BA;ABAIRA;BA;24;96;
FEIRA DE SANTANA;BA;ABARE;BA;24;96;
FEIRA DE SANTANA;BA;ACAJUTIBA;BA;3;72;
FEIRA DE SANTANA;BA;ADUSTINA;BA;5;72;
FEIRA DE SANTANA;BA;AGUA FRIA;BA;2;48;
FEIRA DE SANTANA;BA;AIQUARA;BA;5;72;
FEIRA DE SANTANA;BA;ALAGOINHAS;BA;2;48;
FEIRA DE SANTANA;BA;ALCOBACA;BA;39;144;
FEIRA DE SANTANA;BA;ALMADINA;BA;24;96;
FEIRA DE SANTANA;BA;AMARGOSA;BA;3;72;
FEIRA DE SANTANA;BA;AMELIA RODRIGUES;BA;1;48;
FEIRA DE SANTANA;BA;AMERICA DOURADA;BA;6;96;
FEIRA DE SANTANA;BA;ANAGE;BA;24;96;
FEIRA DE SANTANA;BA;ANDARAI;BA;6;96;
FEIRA DE SANTANA;BA;ANDORINHA;BA;6;96;
FEIRA DE SANTANA;BA;ANGICAL;BA;37;144;
FEIRA DE SANTANA;BA;ANGUERA;BA;1;48;
FEIRA DE SANTANA;BA;ANTAS;BA;5;72;
FEIRA DE SANTANA;BA;ANTONIO CARDOSO;BA;1;48;
FEIRA DE SANTANA;BA;ANTONIO GONCALVES;BA;5;72;
FEIRA DE SANTANA;BA;APORA;BA;3;72;
FEIRA DE SANTANA;BA;APUAREMA;BA;5;72;
FEIRA DE SANTANA;BA;ARACAS;BA;2;72;
FEIRA DE SANTANA;BA;ARACATU;BA;100;192;
FEIRA DE SANTANA;BA;ARACI;BA;2;72;
FEIRA DE SANTANA;BA;ARAMARI;BA;2;72;
FEIRA DE SANTANA;BA;ARATACA;BA;24;96;
FEIRA DE SANTANA;BA;ARATUIPE;BA;3;72;
FEIRA DE SANTANA;BA;AURELINO LEAL;BA;6;96;
FEIRA DE SANTANA;BA;BAIANOPOLIS;BA;37;144;
FEIRA DE SANTANA;BA;BAIXA GRANDE;BA;3;72;
FEIRA DE SANTANA;BA;BANZAE;BA;4;72;
FEIRA DE SANTANA;BA;BARRA;BA;28;120;
FEIRA DE SANTANA;BA;BARRA DA ESTIVA;BA;6;96;
FEIRA DE SANTANA;BA;BARRA DO CHOCA;BA;24;96;
FEIRA DE SANTANA;BA;BARRA DO MENDES;BA;24;96;
FEIRA DE SANTANA;BA;BARRA DO ROCHA;BA;6;96;
FEIRA DE SANTANA;BA;BARREIRAS;BA;38;144;
FEIRA DE SANTANA;BA;BARRO ALTO;BA;24;96;
FEIRA DE SANTANA;BA;BARROCAS;BA;2;72;
FEIRA DE SANTANA;BA;BELMONTE;BA;33;144;
FEIRA DE SANTANA;BA;BELO CAMPO;BA;24;120;
FEIRA DE SANTANA;BA;BIRITINGA;BA;2;72;
FEIRA DE SANTANA;BA;BOA NOVA;BA;6;96;
FEIRA DE SANTANA;BA;BOA VISTA DO TUPIM;BA;4;72;
FEIRA DE SANTANA;BA;BOM JESUS DA LAPA;BA;34;144;
FEIRA DE SANTANA;BA;BOM JESUS DA SERRA;BA;6;96;
FEIRA DE SANTANA;BA;BONINAL;BA;24;96;
FEIRA DE SANTANA;BA;BONITO;BA;6;96;
FEIRA DE SANTANA;BA;BOQUIRA;BA;28;120;
FEIRA DE SANTANA;BA;BOTUPORA;BA;27;120;
FEIRA DE SANTANA;BA;BREJOES;BA;3;72;
FEIRA DE SANTANA;BA;BREJOLANDIA;BA;32;144;
FEIRA DE SANTANA;BA;BROTAS DE MACAUBAS;BA;24;120;
FEIRA DE SANTANA;BA;BRUMADO;BA;24;96;
FEIRA DE SANTANA;BA;BUERAREMA;BA;24;96;
FEIRA DE SANTANA;BA;BURITIRAMA;BA;33;144;
FEIRA DE SANTANA;BA;CAATIBA;BA;24;96;
FEIRA DE SANTANA;BA;CABACEIRAS DO PARAGUACU;BA;2;48;
FEIRA DE SANTANA;BA;CACHOEIRA;BA;1;48;
FEIRA DE SANTANA;BA;CACULE;BA;27;120;
FEIRA DE SANTANA;BA;CAEM;BA;4;72;
FEIRA DE SANTANA;BA;CAETANOS;BA;24;96;
FEIRA DE SANTANA;BA;CAETITE;BA;26;120;
FEIRA DE SANTANA;BA;CAFARNAUM;BA;6;96;
FEIRA DE SANTANA;BA;CAIRU;BA;4;72;
FEIRA DE SANTANA;BA;CALDEIRAO GRANDE;BA;4;72;
FEIRA DE SANTANA;BA;CAMACAN;BA;24;96;
FEIRA DE SANTANA;BA;CAMACARI;BA;2;72;
FEIRA DE SANTANA;BA;CAMAMU;BA;5;72;
FEIRA DE SANTANA;BA;CAMPO ALEGRE DE LOURDES;BA;36;144;
FEIRA DE SANTANA;BA;CAMPO FORMOSO;BA;24;96;
FEIRA DE SANTANA;BA;CANAPOLIS;BA;37;144;
FEIRA DE SANTANA;BA;CANARANA;BA;24;96;
FEIRA DE SANTANA;BA;CANAVIEIRAS;BA;25;120;
FEIRA DE SANTANA;BA;CANDEAL;BA;2;48;
FEIRA DE SANTANA;BA;CANDEIAS;BA;2;48;
FEIRA DE SANTANA;BA;CANDIBA;BA;30;120;
FEIRA DE SANTANA;BA;CANDIDO SALES;BA;24;120;
FEIRA DE SANTANA;BA;CANSANCAO;BA;4;72;
FEIRA DE SANTANA;BA;CANUDOS;BA;5;72;
FEIRA DE SANTANA;BA;CAPELA DO ALTO ALEGRE;BA;3;72;
FEIRA DE SANTANA;BA;CAPIM GROSSO;BA;3;72;
FEIRA DE SANTANA;BA;CARAIBAS;BA;24;96;
FEIRA DE SANTANA;BA;CARAVELAS;BA;38;144;
FEIRA DE SANTANA;BA;CARDEAL DA SILVA;BA;3;72;
FEIRA DE SANTANA;BA;CARINHANHA;BA;34;144;
FEIRA DE SANTANA;BA;CASA NOVA;BA;24;120;
FEIRA DE SANTANA;BA;CASTRO ALVES;BA;2;72;
FEIRA DE SANTANA;BA;CATOLANDIA;BA;37;144;
FEIRA DE SANTANA;BA;CATU;BA;2;72;
FEIRA DE SANTANA;BA;CATURAMA;BA;26;120;
FEIRA DE SANTANA;BA;CENTRAL;BA;24;96;
FEIRA DE SANTANA;BA;CHORROCHO;BA;24;96;
FEIRA DE SANTANA;BA;CICERO DANTAS;BA;4;72;
FEIRA DE SANTANA;BA;CIPO;BA;3;72;
FEIRA DE SANTANA;BA;COARACI;BA;24;96;
FEIRA DE SANTANA;BA;COCOS;BA;39;144;
FEIRA DE SANTANA;BA;CONCEICAO DA FEIRA;BA;1;48;
FEIRA DE SANTANA;BA;CONCEICAO DO ALMEIDA;BA;2;72;
FEIRA DE SANTANA;BA;CONCEICAO DO COITE;BA;2;72;
FEIRA DE SANTANA;BA;CONCEICAO DO JACUIPE;BA;1;48;
FEIRA DE SANTANA;BA;CONDE;BA;4;72;
FEIRA DE SANTANA;BA;CONDEUBA;BA;28;120;
FEIRA DE SANTANA;BA;CONTENDAS DO SINCORA;BA;6;96;
FEIRA DE SANTANA;BA;CORACAO DE MARIA;BA;1;48;
FEIRA DE SANTANA;BA;CORDEIROS;BA;28;120;
FEIRA DE SANTANA;BA;CORIBE;BA;42;192;
FEIRA DE SANTANA;BA;CORONEL JOAO SA;BA;6;96;
FEIRA DE SANTANA;BA;CORRENTINA;BA;41;192;
FEIRA DE SANTANA;BA;COTEGIPE;BA;35;144;
FEIRA DE SANTANA;BA;CRAVOLANDIA;BA;4;72;
FEIRA DE SANTANA;BA;CRISOPOLIS;BA;4;72;
FEIRA DE SANTANA;BA;CRISTOPOLIS;BA;34;144;
FEIRA DE SANTANA;BA;CRUZ DAS ALMAS;BA;2;48;
FEIRA DE SANTANA;BA;CURACA;BA;24;96;
FEIRA DE SANTANA;BA;DARIO MEIRA;BA;24;96;
FEIRA DE SANTANA;BA;DIAS DAVILA;BA;2;72;
FEIRA DE SANTANA;BA;DOM BASILIO;BA;24;120;
FEIRA DE SANTANA;BA;DOM MACEDO COSTA;BA;2;72;
FEIRA DE SANTANA;BA;ELISIO MEDRADO;BA;3;72;
FEIRA DE SANTANA;BA;ENCRUZILHADA;BA;25;120;
FEIRA DE SANTANA;BA;ENTRE RIOS;BA;3;72;
FEIRA DE SANTANA;BA;ERICO CARDOSO;BA;28;120;
FEIRA DE SANTANA;BA;ESPLANADA;BA;3;72;
FEIRA DE SANTANA;BA;EUCLIDES DA CUNHA;BA;4;72;
FEIRA DE SANTANA;BA;EUNAPOLIS;BA;29;120;
FEIRA DE SANTANA;BA;FATIMA;BA;4;72;
FEIRA DE SANTANA;BA;FEIRA DA MATA;BA;38;144;
FEIRA DE SANTANA;BA;FEIRA DE SANTANA;BA;1;48;
FEIRA DE SANTANA;BA;FILADELFIA;BA;5;72;
FEIRA DE SANTANA;BA;FIRMINO ALVES;BA;24;96;
FEIRA DE SANTANA;BA;FLORESTA AZUL;BA;24;96;
FEIRA DE SANTANA;BA;FORMOSA DO RIO PRETO;BA;46;192;
FEIRA DE SANTANA;BA;GANDU;BA;4;72;
FEIRA DE SANTANA;BA;GAVIAO;BA;3;72;
FEIRA DE SANTANA;BA;GENTIO DO OURO;BA;28;120;
FEIRA DE SANTANA;BA;GLORIA;BA;24;96;
FEIRA DE SANTANA;BA;GONGOGI;BA;6;96;
FEIRA DE SANTANA;BA;GOVERNADOR MANGABEIRA;BA;1;48;
FEIRA DE SANTANA;BA;GUAJERU;BA;25;120;
FEIRA DE SANTANA;BA;GUANAMBI;BA;28;120;
FEIRA DE SANTANA;BA;GUARATINGA;BA;33;144;
FEIRA DE SANTANA;BA;HELIOPOLIS;BA;4;72;
FEIRA DE SANTANA;BA;IACU;BA;3;72;
FEIRA DE SANTANA;BA;IBIASSUCE;BA;25;120;
FEIRA DE SANTANA;BA;IBICARAI;BA;24;96;
FEIRA DE SANTANA;BA;IBICOARA;BA;6;96;
FEIRA DE SANTANA;BA;IBICUI;BA;24;96;
FEIRA DE SANTANA;BA;IBIPEBA;BA;24;96;
FEIRA DE SANTANA;BA;IBIPITANGA;BA;24;120;
FEIRA DE SANTANA;BA;IBIQUERA;BA;5;72;
FEIRA DE SANTANA;BA;IBIRAPITANGA;BA;5;72;
FEIRA DE SANTANA;BA;IBIRAPUA;BA;41;192;
FEIRA DE SANTANA;BA;IBIRATAIA;BA;5;72;
FEIRA DE SANTANA;BA;IBITIARA;BA;24;96;
FEIRA DE SANTANA;BA;IBITITA;BA;24;96;
FEIRA DE SANTANA;BA;IBOTIRAMA;BA;27;120;
FEIRA DE SANTANA;BA;ICHU;BA;2;48;
FEIRA DE SANTANA;BA;IGAPORA;BA;30;120;
FEIRA DE SANTANA;BA;IGRAPIUNA;BA;5;72;
FEIRA DE SANTANA;BA;IGUAI;BA;24;96;
FEIRA DE SANTANA;BA;ILHEUS;BA;24;96;
FEIRA DE SANTANA;BA;INHAMBUPE;BA;3;72;
FEIRA DE SANTANA;BA;IPECAETA;BA;1;48;
FEIRA DE SANTANA;BA;IPIAU;BA;5;72;
FEIRA DE SANTANA;BA;IPIRA;BA;2;72;
FEIRA DE SANTANA;BA;IPUPIARA;BA;26;120;
FEIRA DE SANTANA;BA;IRAJUBA;BA;3;72;
FEIRA DE SANTANA;BA;IRAMAIA;BA;5;72;
FEIRA DE SANTANA;BA;IRAQUARA;BA;6;96;
FEIRA DE SANTANA;BA;IRARA;BA;1;48;
FEIRA DE SANTANA;BA;IRECE;BA;24;96;
FEIRA DE SANTANA;BA;ITABELA;BA;30;120;
FEIRA DE SANTANA;BA;ITABERABA;BA;3;72;
FEIRA DE SANTANA;BA;ITABUNA;BA;6;96;
FEIRA DE SANTANA;BA;ITACARE;BA;6;96;
FEIRA DE SANTANA;BA;ITAETE;BA;5;72;
FEIRA DE SANTANA;BA;ITAGI;BA;6;96;
FEIRA DE SANTANA;BA;ITAGIBA;BA;5;72;
FEIRA DE SANTANA;BA;ITAGIMIRIM;BA;27;120;
FEIRA DE SANTANA;BA;ITAGUACU DA BAHIA;BA;24;120;
FEIRA DE SANTANA;BA;ITAJU DO COLONIA;BA;24;96;
FEIRA DE SANTANA;BA;ITAJUIPE;BA;6;96;
FEIRA DE SANTANA;BA;ITAMARAJU;BA;34;144;
FEIRA DE SANTANA;BA;ITAMARI;BA;4;72;
FEIRA DE SANTANA;BA;ITAMBE;BA;24;120;
FEIRA DE SANTANA;BA;ITANAGRA;BA;3;72;
FEIRA DE SANTANA;BA;ITANHEM;BA;39;144;
FEIRA DE SANTANA;BA;ITAPARICA;BA;4;72;
FEIRA DE SANTANA;BA;ITAPE;BA;24;96;
FEIRA DE SANTANA;BA;ITAPEBI;BA;27;120;
FEIRA DE SANTANA;BA;ITAPETINGA;BA;24;120;
FEIRA DE SANTANA;BA;ITAPICURU;BA;4;72;
FEIRA DE SANTANA;BA;ITAPITANGA;BA;24;96;
FEIRA DE SANTANA;BA;ITAQUARA;BA;4;72;
FEIRA DE SANTANA;BA;ITARANTIM;BA;27;120;
FEIRA DE SANTANA;BA;ITATIM;BA;2;72;
FEIRA DE SANTANA;BA;ITIRUCU;BA;4;72;
FEIRA DE SANTANA;BA;ITIUBA;BA;5;72;
FEIRA DE SANTANA;BA;ITORORO;BA;24;96;
FEIRA DE SANTANA;BA;ITUACU;BA;24;96;
FEIRA DE SANTANA;BA;ITUBERA;BA;4;72;
FEIRA DE SANTANA;BA;IUIU;BA;34;144;
FEIRA DE SANTANA;BA;JABORANDI;BA;40;144;
FEIRA DE SANTANA;BA;JACARACI;BA;29;120;
FEIRA DE SANTANA;BA;JACOBINA;BA;4;72;
FEIRA DE SANTANA;BA;JAGUAQUARA;BA;4;72;
FEIRA DE SANTANA;BA;JAGUARARI;BA;5;72;
FEIRA DE SANTANA;BA;JAGUARIPE;BA;3;72;
FEIRA DE SANTANA;BA;JANDAIRA;BA;4;72;
FEIRA DE SANTANA;BA;JEQUIE;BA;5;72;
FEIRA DE SANTANA;BA;JEREMOABO;BA;5;72;
FEIRA DE SANTANA;BA;JITAUNA;BA;5;72;
FEIRA DE SANTANA;BA;JOAO DOURADO;BA;6;96;
FEIRA DE SANTANA;BA;JUAZEIRO;BA;24;96;
FEIRA DE SANTANA;BA;JUCURUCU;BA;36;144;
FEIRA DE SANTANA;BA;JUSSARA;BA;24;96;
FEIRA DE SANTANA;BA;JUSSARI;BA;24;96;
FEIRA DE SANTANA;BA;JUSSIAPE;BA;24;96;
FEIRA DE SANTANA;BA;LAFAIETE COUTINHO;BA;5;72;
FEIRA DE SANTANA;BA;LAGOA REAL;BA;26;120;
FEIRA DE SANTANA;BA;LAJE;BA;3;72;
FEIRA DE SANTANA;BA;LAJEDAO;BA;40;144;
FEIRA DE SANTANA;BA;LAJEDINHO;BA;5;72;
FEIRA DE SANTANA;BA;LAJEDO DO TABOCAL;BA;5;72;
FEIRA DE SANTANA;BA;LAMARAO;BA;2;48;
FEIRA DE SANTANA;BA;LAPAO;BA;6;96;
FEIRA DE SANTANA;BA;LAURO DE FREITAS;BA;2;72;
FEIRA DE SANTANA;BA;LENCOIS;BA;6;96;
FEIRA DE SANTANA;BA;LICINIO DE ALMEIDA;BA;29;120;
FEIRA DE SANTANA;BA;LIVRAMENTO DE NOSSA SENHO;BA;25;120;
FEIRA DE SANTANA;BA;LUIS EDUARDO MAGALHAES;BA;42;192;
FEIRA DE SANTANA;BA;MACAJUBA;BA;3;72;
FEIRA DE SANTANA;BA;MACARANI;BA;26;120;
FEIRA DE SANTANA;BA;MACAUBAS;BA;31;144;
FEIRA DE SANTANA;BA;MACURURE;BA;24;96;
FEIRA DE SANTANA;BA;MADRE DE DEUS;BA;2;72;
FEIRA DE SANTANA;BA;MAETINGA;BA;24;120;
FEIRA DE SANTANA;BA;MAIQUINIQUE;BA;26;120;
FEIRA DE SANTANA;BA;MAIRI;BA;4;72;
FEIRA DE SANTANA;BA;MALHADA;BA;33;144;
FEIRA DE SANTANA;BA;MALHADA DE PEDRAS;BA;24;96;
FEIRA DE SANTANA;BA;MANOEL VITORINO;BA;5;72;
FEIRA DE SANTANA;BA;MANSIDAO;BA;36;144;
FEIRA DE SANTANA;BA;MARACAS;BA;4;72;
FEIRA DE SANTANA;BA;MARAGOGIPE;BA;2;48;
FEIRA DE SANTANA;BA;MARAU;BA;5;72;
FEIRA DE SANTANA;BA;MARCIONILIO SOUZA;BA;4;72;
FEIRA DE SANTANA;BA;MASCOTE;BA;24;120;
FEIRA DE SANTANA;BA;MATA DE SAO JOAO;BA;2;72;
FEIRA DE SANTANA;BA;MATINA;BA;31;144;
FEIRA DE SANTANA;BA;MEDEIROS NETO;BA;40;144;
FEIRA DE SANTANA;BA;MIGUEL CALMON;BA;5;72;
FEIRA DE SANTANA;BA;MILAGRES;BA;3;72;
FEIRA DE SANTANA;BA;MIRANGABA;BA;5;72;
FEIRA DE SANTANA;BA;MIRANTE;BA;24;96;
FEIRA DE SANTANA;BA;MONTE SANTO;BA;5;72;
FEIRA DE SANTANA;BA;MORPARA;BA;29;120;
FEIRA DE SANTANA;BA;MORRO DO CHAPEU;BA;5;72;
FEIRA DE SANTANA;BA;MORTUGABA;BA;30;120;
FEIRA DE SANTANA;BA;MUCUGE;BA;6;96;
FEIRA DE SANTANA;BA;MUCURI;BA;42;192;
FEIRA DE SANTANA;BA;MULUNGU DO MORRO;BA;24;96;
FEIRA DE SANTANA;BA;MUNDO NOVO;BA;4;72;
FEIRA DE SANTANA;BA;MUNIZ FERREIRA;BA;3;72;
FEIRA DE SANTANA;BA;MUQUEM DE SAO FRANCISCO;BA;30;120;
FEIRA DE SANTANA;BA;MURITIBA;BA;1;48;
FEIRA DE SANTANA;BA;MUTUIPE;BA;3;72;
FEIRA DE SANTANA;BA;NAZARE;BA;3;72;
FEIRA DE SANTANA;BA;NILO PECANHA;BA;4;72;
FEIRA DE SANTANA;BA;NORDESTINA;BA;4;72;
FEIRA DE SANTANA;BA;NOVA CANAA;BA;24;96;
FEIRA DE SANTANA;BA;NOVA FATIMA;BA;2;72;
FEIRA DE SANTANA;BA;NOVA IBIA;BA;4;72;
FEIRA DE SANTANA;BA;NOVA ITARANA;BA;3;72;
FEIRA DE SANTANA;BA;NOVA REDENCAO;BA;6;96;
FEIRA DE SANTANA;BA;NOVA SOURE;BA;3;72;
FEIRA DE SANTANA;BA;NOVA VICOSA;BA;43;192;
FEIRA DE SANTANA;BA;NOVO HORIZONTE;BA;24;96;
FEIRA DE SANTANA;BA;NOVO TRIUNFO;BA;5;72;
FEIRA DE SANTANA;BA;OLINDINA;BA;3;72;
FEIRA DE SANTANA;BA;OLIVEIRA DOS BREJINHOS;BA;24;120;
FEIRA DE SANTANA;BA;OURICANGAS;BA;1;48;
FEIRA DE SANTANA;BA;OUROLANDIA;BA;6;96;
FEIRA DE SANTANA;BA;PALMAS DE MONTE ALTO;BA;31;144;
FEIRA DE SANTANA;BA;PALMEIRAS;BA;6;96;
FEIRA DE SANTANA;BA;PARAMIRIM;BA;28;120;
FEIRA DE SANTANA;BA;PARATINGA;BA;31;144;
FEIRA DE SANTANA;BA;PARIPIRANGA;BA;5;72;
FEIRA DE SANTANA;BA;PAU BRASIL;BA;24;120;
FEIRA DE SANTANA;BA;PAULO AFONSO;BA;24;96;
FEIRA DE SANTANA;BA;PE DE SERRA;BA;2;72;
FEIRA DE SANTANA;BA;PEDRAO;BA;2;48;
FEIRA DE SANTANA;BA;PEDRO ALEXANDRE;BA;6;96;
FEIRA DE SANTANA;BA;PIATA;BA;24;96;
FEIRA DE SANTANA;BA;PILAO ARCADO;BA;34;144;
FEIRA DE SANTANA;BA;PINDAI;BA;30;120;
FEIRA DE SANTANA;BA;PINDOBACU;BA;5;72;
FEIRA DE SANTANA;BA;PINTADAS;BA;3;72;
FEIRA DE SANTANA;BA;PIRAI DO NORTE;BA;5;72;
FEIRA DE SANTANA;BA;PIRIPA;BA;27;120;
FEIRA DE SANTANA;BA;PIRITIBA;BA;4;72;
FEIRA DE SANTANA;BA;PLANALTINO;BA;4;72;
FEIRA DE SANTANA;BA;PLANALTO;BA;6;96;
FEIRA DE SANTANA;BA;POCOES;BA;6;96;
FEIRA DE SANTANA;BA;POJUCA;BA;2;72;
FEIRA DE SANTANA;BA;PONTO NOVO;BA;4;72;
FEIRA DE SANTANA;BA;PORTO SEGURO;BA;32;144;
FEIRA DE SANTANA;BA;POTIRAGUA;BA;25;120;
FEIRA DE SANTANA;BA;PRADO;BA;36;144;
FEIRA DE SANTANA;BA;PRESIDENTE DUTRA;BA;24;96;
FEIRA DE SANTANA;BA;PRESIDENTE JANIO QUADROS;BA;25;120;
FEIRA DE SANTANA;BA;PRESIDENTE TANCREDO NEVES;BA;3;72;
FEIRA DE SANTANA;BA;QUEIMADAS;BA;4;72;
FEIRA DE SANTANA;BA;QUIJINGUE;BA;4;72;
FEIRA DE SANTANA;BA;QUIXABEIRA;BA;3;72;
FEIRA DE SANTANA;BA;RAFAEL JAMBEIRO;BA;2;72;
FEIRA DE SANTANA;BA;REMANSO;BA;30;120;
FEIRA DE SANTANA;BA;RETIROLANDIA;BA;3;72;
FEIRA DE SANTANA;BA;RIACHAO DAS NEVES;BA;42;192;
FEIRA DE SANTANA;BA;RIACHAO DO JACUIPE;BA;2;48;
FEIRA DE SANTANA;BA;RIACHO DE SANTANA;BA;30;120;
FEIRA DE SANTANA;BA;RIBEIRA DO AMPARO;BA;3;72;
FEIRA DE SANTANA;BA;RIBEIRA DO POMBAL;BA;4;72;
FEIRA DE SANTANA;BA;RIBEIRAO DO LARGO;BA;25;120;
FEIRA DE SANTANA;BA;RIO DE CONTAS;BA;24;120;
FEIRA DE SANTANA;BA;RIO DO ANTONIO;BA;24;120;
FEIRA DE SANTANA;BA;RIO DO PIRES;BA;25;120;
FEIRA DE SANTANA;BA;RIO REAL;BA;4;72;
FEIRA DE SANTANA;BA;RODELAS;BA;24;96;
FEIRA DE SANTANA;BA;RUY BARBOSA;BA;4;72;
FEIRA DE SANTANA;BA;SALINAS DA MARGARIDA;BA;4;72;
FEIRA DE SANTANA;BA;SALVADOR;BA;2;72;
FEIRA DE SANTANA;BA;SANTA BARBARA;BA;1;48;
FEIRA DE SANTANA;BA;SANTA BRIGIDA;BA;6;96;
FEIRA DE SANTANA;BA;SANTA CRUZ CABRALIA;BA;32;144;
FEIRA DE SANTANA;BA;SANTA CRUZ DA VITORIA;BA;24;96;
FEIRA DE SANTANA;BA;SANTA INES;BA;4;72;
FEIRA DE SANTANA;BA;SANTA LUZIA;BA;24;120;
FEIRA DE SANTANA;BA;SANTA MARIA DA VITORIA;BA;38;144;
FEIRA DE SANTANA;BA;SANTA RITA DE CASSIA;BA;38;144;
FEIRA DE SANTANA;BA;SANTA TERESINHA;BA;2;72;
FEIRA DE SANTANA;BA;SANTALUZ;BA;3;72;
FEIRA DE SANTANA;BA;SANTANA;BA;36;144;
FEIRA DE SANTANA;BA;SANTANOPOLIS;BA;1;48;
FEIRA DE SANTANA;BA;SANTO AMARO;BA;1;48;
FEIRA DE SANTANA;BA;SANTO ANTONIO DE JESUS;BA;2;72;
FEIRA DE SANTANA;BA;SANTO ESTEVAO;BA;1;48;
FEIRA DE SANTANA;BA;SAO DESIDERIO;BA;39;144;
FEIRA DE SANTANA;BA;SAO DOMINGOS;BA;3;72;
FEIRA DE SANTANA;BA;SAO FELIPE;BA;2;72;
FEIRA DE SANTANA;BA;SAO FELIX;BA;1;48;
FEIRA DE SANTANA;BA;SAO FELIX DO CORIBE;BA;38;144;
FEIRA DE SANTANA;BA;SAO FRANCISCO DO CONDE;BA;2;48;
FEIRA DE SANTANA;BA;SAO GABRIEL;BA;24;96;
FEIRA DE SANTANA;BA;SAO GONCALO DOS CAMPOS;BA;1;48;
FEIRA DE SANTANA;BA;SAO JOSE DA VITORIA;BA;24;96;
FEIRA DE SANTANA;BA;SAO JOSE DO JACUIPE;BA;3;72;
FEIRA DE SANTANA;BA;SAO MIGUEL DAS MATAS;BA;3;72;
FEIRA DE SANTANA;BA;SAO SEBASTIAO DO PASSE;BA;2;48;
FEIRA DE SANTANA;BA;SAPEACU;BA;2;48;
FEIRA DE SANTANA;BA;SATIRO DIAS;BA;2;72;
FEIRA DE SANTANA;BA;SAUBARA;BA;2;72;
FEIRA DE SANTANA;BA;SAUDE;BA;5;72;
FEIRA DE SANTANA;BA;SEABRA;BA;6;96;
